sample_id,file_prefix,raw_sample_id,stage,tissue,sex,condition,infection_mode,biological_location,replicate,source_sample_id,batch,dataset,lane,run_accession,study_accession
SM_ADUL_TEST_MAL_SING_SC1878529_B2,SM_ADUL_TEST_MAL_SING_SC1878529_B2,Schistosoma_mansoni__testes_from_single_sex_infection-sc-1878529,adult,testis,male,single_sex,single_sex,,1878529,1878529,B2,PRJEB14695,,ERR506085,PRJEB14695
SM_ADUL_WHOL_MAL_SING_SC1878530_B2,SM_ADUL_WHOL_MAL_SING_SC1878530_B2,Schistosoma_mansoni__whole_male_from_single_sex_infection-sc-1878530,adult,whole_body,male,single_sex,single_sex,,1878530,1878530,B2,PRJEB14695,,ERR506086,PRJEB14695
SM_ADUL_WHOL_MAL_SING_SC1878531_B2,SM_ADUL_WHOL_MAL_SING_SC1878531_B2,Schistosoma_mansoni__whole_male_from_single_sex_infection-sc-1878531,adult,whole_body,male,single_sex,single_sex,,1878531,1878531,B2,PRJEB14695,,ERR506087,PRJEB14695
SM_ADUL_WHOL_MAL_SING_SC1878532_B2,SM_ADUL_WHOL_MAL_SING_SC1878532_B2,Schistosoma_mansoni__whole_male_from_single_sex_infection-sc-1878532,adult,whole_body,male,single_sex,single_sex,,1878532,1878532,B2,PRJEB14695,,ERR506089,PRJEB14695
SM_ADUL_WHOL_FEM_SING_SC1878537_B2,SM_ADUL_WHOL_FEM_SING_SC1878537_B2,Schistosoma_mansoni__whole_female_from_single_sex_infection-sc-1878537,adult,whole_body,female,single_sex,single_sex,,1878537,1878537,B2,PRJEB14695,,ERR506093,PRJEB14695
SM_ADUL_OVAR_FEM_SING_SC1878515_B2,SM_ADUL_OVAR_FEM_SING_SC1878515_B2,Schistosoma_mansoni_ovaries__single_sex_infection-sc-1878515,adult,ovary,female,single_sex,single_sex,,1878515,1878515,B2,PRJEB14695,,ERR506095,PRJEB14695
SM_ADUL_OVAR_FEM_MIXS_SC1878519_B2,SM_ADUL_OVAR_FEM_MIXS_SC1878519_B2,Schistosoma_mansoni_ovaries__mixed_sex_infection-sc-1878519,adult,ovary,female,mixed_sex,mixed_sex,,1878519,1878519,B2,PRJEB14695,,ERR506099,PRJEB14695
SM_ADUL_WHOL_FEM_MIXS_SC1878520_B2,SM_ADUL_WHOL_FEM_MIXS_SC1878520_B2,Schistosoma_mansoni__whole_female_from_mixed_infection-sc-1878520,adult,whole_body,female,mixed_sex,mixed_sex,,1878520,1878520,B2,PRJEB14695,,ERR506100,PRJEB14695
SM_ADUL_TEST_MAL_SING_SC1878521_B2,SM_ADUL_TEST_MAL_SING_SC1878521_B2,Schistosoma_mansoni__testes_from_single_sex_infection-sc-1878521,adult,testis,male,single_sex,single_sex,,1878521,1878521,B2,PRJEB14695,,ERR506101,PRJEB14695
SM_ADUL_TEST_MAL_SING_SC1878522_B2,SM_ADUL_TEST_MAL_SING_SC1878522_B2,Schistosoma_mansoni__testes_from_single_sex_infection-sc-1878522,adult,testis,male,single_sex,single_sex,,1878522,1878522,B2,PRJEB14695,,ERR506102,PRJEB14695
SM_ADUL_TEST_MAL_MIXS_SC1878523_B2,SM_ADUL_TEST_MAL_MIXS_SC1878523_B2,Schistosoma_mansoni__testes_from_mixed_sex_infection-sc-1878523,adult,testis,male,mixed_sex,mixed_sex,,1878523,1878523,B2,PRJEB14695,,ERR506103,PRJEB14695
SM_ADUL_TEST_MAL_MIXS_SC1878524_B2,SM_ADUL_TEST_MAL_MIXS_SC1878524_B2,Schistosoma_mansoni__testes_from_mixed_sex_infection-sc-1878524,adult,testis,male,mixed_sex,mixed_sex,,1878524,1878524,B2,PRJEB14695,,ERR506104,PRJEB14695
SM_ADUL_WHOL_FEM_MIXS_SC1878527_B2,SM_ADUL_WHOL_FEM_MIXS_SC1878527_B2,Schistosoma_mansoni__whole_female_from_mixed_infection-sc-1878527,adult,whole_body,female,mixed_sex,mixed_sex,,1878527,1878527,B2,PRJEB14695,,ERR506107,PRJEB14695
SM_ADUL_TEST_MAL_SING_SC1878529_B2,SM_ADUL_TEST_MAL_SING_SC1878529_B2,Schistosoma_mansoni__testes_from_single_sex_infection-sc-1878529,adult,testis,male,single_sex,single_sex,,1878529,1878529,B2,PRJEB14695,,ERR506109,PRJEB14695
SM_ADUL_WHOL_MAL_SING_SC1878530_B2,SM_ADUL_WHOL_MAL_SING_SC1878530_B2,Schistosoma_mansoni__whole_male_from_single_sex_infection-sc-1878530,adult,whole_body,male,single_sex,single_sex,,1878530,1878530,B2,PRJEB14695,,ERR506110,PRJEB14695
SM_ADUL_WHOL_MAL_SING_SC1878532_B2,SM_ADUL_WHOL_MAL_SING_SC1878532_B2,Schistosoma_mansoni__whole_male_from_single_sex_infection-sc-1878532,adult,whole_body,male,single_sex,single_sex,,1878532,1878532,B2,PRJEB14695,,ERR506113,PRJEB14695
SM_ADUL_WHOL_MAL_MIXS_SC1878534_B2,SM_ADUL_WHOL_MAL_MIXS_SC1878534_B2,Schistosoma_mansoni__whole_male_from_mixed_sex_infection-sc-1878534,adult,whole_body,male,mixed_sex,mixed_sex,,1878534,1878534,B2,PRJEB14695,,ERR506114,PRJEB14695
SM_ADUL_WHOL_FEM_SING_SC1878536_B2,SM_ADUL_WHOL_FEM_SING_SC1878536_B2,Schistosoma_mansoni__whole_female_from_single_sex_infection-sc-1878536,adult,whole_body,female,single_sex,single_sex,,1878536,1878536,B2,PRJEB14695,,ERR506116,PRJEB14695
SM_ADUL_WHOL_FEM_MIXS_SC1878520_B2,SM_ADUL_WHOL_FEM_MIXS_SC1878520_B2,Schistosoma_mansoni__whole_female_from_mixed_infection-sc-1878520,adult,whole_body,female,mixed_sex,mixed_sex,,1878520,1878520,B2,PRJEB14695,,ERR667054,PRJEB14695
SM_ADUL_TEST_MAL_SING_SC1878521_B2,SM_ADUL_TEST_MAL_SING_SC1878521_B2,Schistosoma_mansoni__testes_from_single_sex_infection-sc-1878521,adult,testis,male,single_sex,single_sex,,1878521,1878521,B2,PRJEB14695,,ERR667055,PRJEB14695
SM_ADUL_TEST_MAL_MIXS_SC1878525_B2,SM_ADUL_TEST_MAL_MIXS_SC1878525_B2,Schistosoma_mansoni__testes_from_mixed_sex_infection-sc-1878525,adult,testis,male,mixed_sex,mixed_sex,,1878525,1878525,B2,PRJEB14695,,ERR667059,PRJEB14695
SM_ADUL_TEST_MAL_SING_SC1878529_B2,SM_ADUL_TEST_MAL_SING_SC1878529_B2,Schistosoma_mansoni__testes_from_single_sex_infection-sc-1878529,adult,testis,male,single_sex,single_sex,,1878529,1878529,B2,PRJEB14695,,ERR667063,PRJEB14695
SM_ADUL_WHOL_MAL_SING_SC1878530_B2,SM_ADUL_WHOL_MAL_SING_SC1878530_B2,Schistosoma_mansoni__whole_male_from_single_sex_infection-sc-1878530,adult,whole_body,male,single_sex,single_sex,,1878530,1878530,B2,PRJEB14695,,ERR667064,PRJEB14695
SM_ADUL_WHOL_MAL_MIXS_SC1878533_B2,SM_ADUL_WHOL_MAL_MIXS_SC1878533_B2,Schistosoma_mansoni__whole_male_from_mixed_sex_infection-sc-1878533,adult,whole_body,male,mixed_sex,mixed_sex,,1878533,1878533,B2,PRJEB14695,,ERR667066,PRJEB14695
SM_ADUL_WHOL_MAL_MIXS_SC1878534_B2,SM_ADUL_WHOL_MAL_MIXS_SC1878534_B2,Schistosoma_mansoni__whole_male_from_mixed_sex_infection-sc-1878534,adult,whole_body,male,mixed_sex,mixed_sex,,1878534,1878534,B2,PRJEB14695,,ERR667068,PRJEB14695
SM_ADUL_WHOL_FEM_SING_SC1878535_B2,SM_ADUL_WHOL_FEM_SING_SC1878535_B2,Schistosoma_mansoni__whole_female_from_single_sex_infection-sc-1878535,adult,whole_body,female,single_sex,single_sex,,1878535,1878535,B2,PRJEB14695,,ERR667069,PRJEB14695
SM_ADUL_OVAR_FEM_SING_SC1878516_B2,SM_ADUL_OVAR_FEM_SING_SC1878516_B2,Schistosoma_mansoni_ovaries__single_sex_infection-sc-1878516,adult,ovary,female,single_sex,single_sex,,1878516,1878516,B2,PRJEB14695,,ERR667074,PRJEB14695
SM_ADUL_WHOL_FEM_MIXS_SC1878520_B2,SM_ADUL_WHOL_FEM_MIXS_SC1878520_B2,Schistosoma_mansoni__whole_female_from_mixed_infection-sc-1878520,adult,whole_body,female,mixed_sex,mixed_sex,,1878520,1878520,B2,PRJEB14695,,ERR667078,PRJEB14695
SM_ADUL_TEST_MAL_SING_SC1878521_B2,SM_ADUL_TEST_MAL_SING_SC1878521_B2,Schistosoma_mansoni__testes_from_single_sex_infection-sc-1878521,adult,testis,male,single_sex,single_sex,,1878521,1878521,B2,PRJEB14695,,ERR667079,PRJEB14695
SM_ADUL_TEST_MAL_SING_SC1878522_B2,SM_ADUL_TEST_MAL_SING_SC1878522_B2,Schistosoma_mansoni__testes_from_single_sex_infection-sc-1878522,adult,testis,male,single_sex,single_sex,,1878522,1878522,B2,PRJEB14695,,ERR667080,PRJEB14695
SM_ADUL_TEST_MAL_MIXS_SC1878523_B2,SM_ADUL_TEST_MAL_MIXS_SC1878523_B2,Schistosoma_mansoni__testes_from_mixed_sex_infection-sc-1878523,adult,testis,male,mixed_sex,mixed_sex,,1878523,1878523,B2,PRJEB14695,,ERR667081,PRJEB14695
SM_ADUL_WHOL_MAL_MIXS_SC1878526_B2,SM_ADUL_WHOL_MAL_MIXS_SC1878526_B2,Schistosoma_mansoni__whole_male_from_mixed_sex_infection-sc-1878526,adult,whole_body,male,mixed_sex,mixed_sex,,1878526,1878526,B2,PRJEB14695,,ERR667084,PRJEB14695
SM_ADUL_WHOL_FEM_SING_SC1878535_B2,SM_ADUL_WHOL_FEM_SING_SC1878535_B2,Schistosoma_mansoni__whole_female_from_single_sex_infection-sc-1878535,adult,whole_body,female,single_sex,single_sex,,1878535,1878535,B2,PRJEB14695,,ERR667093,PRJEB14695
SM_ADUL_WHOL_FEM_SING_SC1878537_B2,SM_ADUL_WHOL_FEM_SING_SC1878537_B2,Schistosoma_mansoni__whole_female_from_single_sex_infection-sc-1878537,adult,whole_body,female,single_sex,single_sex,,1878537,1878537,B2,PRJEB14695,,ERR667095,PRJEB14695
SM_ADUL_TEST_MAL_MIXS_SC1878524_B2,SM_ADUL_TEST_MAL_MIXS_SC1878524_B2,Schistosoma_mansoni__testes_from_mixed_sex_infection-sc-1878524,adult,testis,male,mixed_sex,mixed_sex,,1878524,1878524,B2,PRJEB14695,,ERR667106,PRJEB14695
SM_ADUL_TEST_MAL_MIXS_SC1878525_B2,SM_ADUL_TEST_MAL_MIXS_SC1878525_B2,Schistosoma_mansoni__testes_from_mixed_sex_infection-sc-1878525,adult,testis,male,mixed_sex,mixed_sex,,1878525,1878525,B2,PRJEB14695,,ERR667107,PRJEB14695
SM_ADUL_WHOL_MAL_SING_SC1878530_B2,SM_ADUL_WHOL_MAL_SING_SC1878530_B2,Schistosoma_mansoni__whole_male_from_single_sex_infection-sc-1878530,adult,whole_body,male,single_sex,single_sex,,1878530,1878530,B2,PRJEB14695,,ERR667112,PRJEB14695
SM_ADUL_WHOL_MAL_SING_SC1878531_B2,SM_ADUL_WHOL_MAL_SING_SC1878531_B2,Schistosoma_mansoni__whole_male_from_single_sex_infection-sc-1878531,adult,whole_body,male,single_sex,single_sex,,1878531,1878531,B2,PRJEB14695,,ERR667113,PRJEB14695
SM_ADUL_WHOL_MAL_MIXS_SC1878533_B2,SM_ADUL_WHOL_MAL_MIXS_SC1878533_B2,Schistosoma_mansoni__whole_male_from_mixed_sex_infection-sc-1878533,adult,whole_body,male,mixed_sex,mixed_sex,,1878533,1878533,B2,PRJEB14695,,ERR667114,PRJEB14695
SM_ADUL_WHOL_MAL_SING_SC1878532_B2,SM_ADUL_WHOL_MAL_SING_SC1878532_B2,Schistosoma_mansoni__whole_male_from_single_sex_infection-sc-1878532,adult,whole_body,male,single_sex,single_sex,,1878532,1878532,B2,PRJEB14695,,ERR667115,PRJEB14695
SM_ADUL_OVAR_FEM_MIXS_SC1878519_B2,SM_ADUL_OVAR_FEM_MIXS_SC1878519_B2,Schistosoma_mansoni_ovaries__mixed_sex_infection-sc-1878519,adult,ovary,female,mixed_sex,mixed_sex,,1878519,1878519,B2,PRJEB14695,,ERR667125,PRJEB14695
SM_ADUL_TEST_MAL_SING_SC1878521_B2,SM_ADUL_TEST_MAL_SING_SC1878521_B2,Schistosoma_mansoni__testes_from_single_sex_infection-sc-1878521,adult,testis,male,single_sex,single_sex,,1878521,1878521,B2,PRJEB14695,,ERR667127,PRJEB14695
SM_ADUL_WHOL_FEM_MIXS_SC1878527_B2,SM_ADUL_WHOL_FEM_MIXS_SC1878527_B2,Schistosoma_mansoni__whole_female_from_mixed_infection-sc-1878527,adult,whole_body,female,mixed_sex,mixed_sex,,1878527,1878527,B2,PRJEB14695,,ERR667133,PRJEB14695
SM_ADUL_WHOL_FEM_MIXS_SC1878528_B2,SM_ADUL_WHOL_FEM_MIXS_SC1878528_B2,Schistosoma_mansoni__whole_female_from_mixed_infection-sc-1878528,adult,whole_body,female,mixed_sex,mixed_sex,,1878528,1878528,B2,PRJEB14695,,ERR667134,PRJEB14695
SM_ADUL_WHOL_MAL_MIXS_SC1878534_B2,SM_ADUL_WHOL_MAL_MIXS_SC1878534_B2,Schistosoma_mansoni__whole_male_from_mixed_sex_infection-sc-1878534,adult,whole_body,male,mixed_sex,mixed_sex,,1878534,1878534,B2,PRJEB14695,,ERR667140,PRJEB14695
SM_ADUL_WHOL_FEM_SING_SC1878536_B2,SM_ADUL_WHOL_FEM_SING_SC1878536_B2,Schistosoma_mansoni__whole_female_from_single_sex_infection-sc-1878536,adult,whole_body,female,single_sex,single_sex,,1878536,1878536,B2,PRJEB14695,,ERR667142,PRJEB14695
